chr	summit
I	13415645
X	4312129
I	42946729
I	28446060
II	47332232
II	48492145
IV	33037276
I	47507858
IV	14453337
X	834308
I	7663372
III	44385456
IV	50776283
III	26929378
III	44644496
III	4313663
V	14607907
II	7387741
X	34199602
II	47471849
III	11996207
II	42634366
V	38024685
X	33301987
X	33597259
I	46345756
IV	709999
V	41539480
IV	22806980
II	18744705
I	4314741
I	6369254
I	9511856
I	13361208
I	23738194
I	26805648
I	32588037
I	37364374
I	41187247
II	9199951
II	14506103
II	21016503
II	25631116
II	29086786
II	29238445
II	38745205
II	38904270
II	39631953
III	3337854
III	4737962
III	10147151
III	11855973
III	14451221
III	15028755
III	15752846
III	17130163
III	19764582
III	20570262
III	21772794
III	25202955
III	28635217
III	30233964
III	30839443
III	40482929
III	44300862
IV	32959050
IV	33672477
IV	51318777
V	2840922
V	3530349
V	21053271
V	29313260
V	31109604
V	42029498
V	42405963
V	45725403
X	22111289
I	38169695
I	11089793
I	18858512
III	2860067
X	33903833
II	43866795
V	1957281
I	579887
II	3288517
I	46327482
III	38648896
I	30758154
V	8610823
I	1894413
III	26896949
IV	889840
IV	16232576
V	34467255
III	28074952
IV	48542404
II	10854093
III	10211134
V	29244513
III	12852338
I	9990560
I	10106397
I	47837841
X	10770560
I	6426314
I	8959784
I	9368055
I	12188569
I	12749048
I	15371218
I	20788676
I	32589115
I	37696153
II	3047039
II	3306454
II	17915344
II	26748637
II	42936939
III	3253607
III	11551781
III	12670727
III	14300307
III	15272854
III	15341185
III	16984942
III	18970496
III	19015458
III	32031421
III	39506662
IV	4555991
IV	10727030
V	11346685
V	23381760
V	29061548
V	31949523
V	32104900
V	37514820
V	38169267
X	8296716
X	8650877
IV	5277509
V	46628777
IV	5936051
V	16766757
I	46175495
III	35313760
IV	21076353
I	7389314
X	1919902
V	5401622
IV	43625377
III	41248057
I	7567504
II	47487263
III	31315293
I	16620412
I	35270380
II	29000354
I	46608080
I	42234318
V	17075852
II	26537054
I	201174
II	43914274
V	47364470
V	37123533
V	12574413
II	32811217
X	4383458
V	47627045
IV	41922699
V	37144695
II	20404210
IV	14873677
II	5481632
II	20391574
I	42676370
I	47480921
I	20046170
X	27048863
III	12910514
II	12843080
I	12572391
II	7073216
IV	29123094
II	21964143
X	29360891
I	4738471
II	46511971
III	42519005
V	41991280
X	3345865
X	32866516
III	45306424
II	36647406
X	8826115
I	22292438
V	11200040
II	6269504
IV	52271546
II	15905450
II	11759485
IV	32826694
V	32095061
IV	41019410
V	22595088
II	46355741
X	27769110
V	49121847
V	44972078
I	20405752
IV	40994903
IV	37929289
X	239880
III	45674953
II	16032972
V	1980673
X	8915515
II	27385208
II	35120105
III	46013402
X	23756497
X	19751955
IV	48840140
V	48460090
IV	7873915
III	11745817
III	8490868
V	30679604
II	10843979
III	12729208
II	45852278
I	13970280
IV	14900847
X	33845700
IV	22808168
III	43801383
II	45182863
II	10338101
III	5812050
V	10310803
III	5988119
II	38031983
II	220182
II	28010250
V	21442639
III	774263
V	3763133
X	30929926
IV	53554874
III	27227077
IV	2997224
II	2221015
IV	26243410
X	2597022
IV	53549734
I	2499476
I	6659551
I	13129537
I	16479169
I	31226310
I	34296502
I	36029447
I	47962388
II	4348032
II	6526711
II	8173555
II	13826304
II	32778510
II	35366212
II	40954582
III	3249594
III	8474889
III	14391386
III	15613833
III	18384601
III	26115050
III	34351173
III	35235031
III	36115846
III	43265352
III	44026995
IV	10392043
IV	10673797
IV	11437645
IV	13775295
IV	17720221
IV	21857524
IV	25633370
IV	35545681
IV	35578376
IV	45929993
IV	47975704
V	5251521
V	5415621
V	12187531
V	17446399
V	20156618
V	20535842
V	24038026
V	24671393
V	29070076
V	31523620
V	35759495
V	37847211
V	41116534
V	48442216
X	48717
X	22079418
X	27663061
X	30173455
V	38563200
IV	4245311
IV	40206182
II	329485
IV	25783735
IV	50225131
II	5411114
II	43312446
X	32589980
II	9874074
X	37117
III	40108272
I	38565120
X	29136262
X	34247054
I	11924153
I	14072522
I	25547140
I	26136652
I	37867644
I	39586280
I	39990044
II	12036610
II	12141410
II	14248275
II	18433035
II	20472829
II	29794816
II	37952681
II	39806613
II	44326135
III	1502033
III	19109643
III	29845094
IV	5541807
IV	10584881
IV	11344101
IV	23441476
IV	48502808
V	1838319
V	6338487
V	9629674
V	18819742
V	23187661
V	46441453
X	8752779
II	33960531
V	48641359
III	11767912
I	17545154
IV	4226872
IV	44677303
III	36430918
V	30842795
I	43629497
IV	32453632
II	642933
I	26886011
V	34138753
X	31436754
V	8031723
III	17044447
X	32214801
III	37398651
V	29081307
III	41891210
V	5997588
II	40522591
III	33486492
II	38103719
IV	51675963
X	28157119
III	30324767
V	48794565
V	43239538
III	2617691
I	11148800
II	30375519
IV	37928542
II	38084238
II	11858536
X	303550
IV	40683841
III	12863744
III	5850521
IV	39503653
I	45657152
II	47664163
IV	32187934
X	13752661
I	15696007
III	6987636
X	13367515
III	5219901
I	47192336
III	24742117
I	42401390
III	21448435
I	9987574
I	44216732
I	11227573
III	42255417
V	45235656
III	34258793
X	26718249
III	5942036
II	29010438
X	1251159
III	6599596
III	21743546
IV	26935245
V	24118364
V	48103907
V	17482706
I	702583
I	42836063
IV	2858572
II	45397927
III	24296756
III	24058883
IV	40998765
IV	36895573
V	42565111
I	16440170
I	33035003
X	30900928
III	38303151
II	45038957
I	17514909
I	10316631
X	3042208
I	471372
II	30239358
I	10044459
X	29368894
II	10497926
X	25494624
II	2126230
V	33990652
V	46957337
X	3664582
III	12899900
X	33233080
I	47616938
X	29585807
II	11767511
I	21533520
II	46106871
IV	53819062
V	2668672
V	32942570
III	13632651
V	5529314
IV	36310203
V	28624543
I	20908198
II	40804482
III	32231505
X	6824550
V	24140733
III	27840728
III	24138590
III	2641010
III	6267557
IV	30977052
III	26169031
III	6140744
II	148902
V	23045588
IV	1463148
IV	31731094
X	29879506
V	42821391
V	17866677
I	44540557
IV	29002182
II	2532077
I	31326
I	4661773
I	7574939
I	8754560
I	23829055
I	28758806
I	41562204
I	48144313
II	2573931
II	16658853
II	25249251
II	43263911
II	47382301
III	2875301
III	14935678
III	16158239
III	16462892
III	17564923
III	25909588
III	33046920
III	35962276
IV	45530
IV	17544939
IV	22986725
IV	29090770
IV	33684162
V	5328674
V	11349457
V	21393066
V	28296984
V	35464222
V	36657778
V	43266819
V	43995160
X	2659232
X	15764165
X	18755803
X	19563885
X	23217197
X	33887036
I	27794314
I	42604621
I	3858694
I	19778999
I	26685095
I	37454766
I	39427383
I	41539520
II	15100661
II	42911600
III	25131112
III	31658778
III	36826357
IV	3289934
IV	3464296
IV	11640931
IV	16107074
IV	20724800
IV	21310297
IV	35218181
IV	41261869
IV	51153460
V	18341
V	737026
V	5852837
V	12330659
V	20799643
V	32114096
V	41379874
X	6856319
V	524043
I	10706423
V	42435453
I	43563790
IV	27421570
IV	54596708
IV	40620033
III	15046527
I	47449401
V	29402870
I	4897637
I	8451211
X	12265536
X	1958226
II	9093849
X	10024069
II	10010103
II	33613078
III	40158225
X	18250206
X	33206812
X	30030907
V	36158446
II	40407542
V	11200955
X	5007728
X	30013596
II	41897892
II	4967602
X	23873634
IV	36873141
II	42035766
I	28519281
II	44515992
V	206534
II	30808896
X	24450517
V	8648113
X	23700534
X	32691732
II	656889
II	6097357
V	28049886
III	23783903
X	21309049
III	19743876
V	43552152
II	12553419
I	22117638
X	8434513
V	35489041
II	2611997
I	14163125
III	13527779
I	269312
X	831268
V	2398725
X	32852190
I	43640837
III	45473544
III	46055784
X	1678120
II	40016694
III	13762513
I	38106470
V	11703433
V	46443391
I	10787693
I	47619531
I	33059801
II	21134269
II	38687665
V	18212149
V	9093165
IV	32755553
X	4685266
V	8196557
I	36596033
III	12773569
III	39784666
II	40413807
X	5699288
IV	1215459
II	36447696
II	39212828
IV	53836413
IV	981671
I	20146399
II	48115591
III	45836273
IV	54623685
IV	21076914
II	40209293
X	1622048
V	17876136
I	8026591
III	45212455
IV	1456131
II	48318534
I	45704901
X	23322953
IV	25490430
II	48419095
II	27687523
X	1424155
III	20818957
IV	54638342
I	23655638
IV	35968130
X	26656988
IV	51173701
II	20238102
II	48252124
V	48781652
III	35907426
II	27313845
II	8520123
X	8560234
X	29167479
III	20264565
V	2532226
IV	52988000
II	45979072
IV	26245319
X	7079850
X	25626529
V	48178945
V	42646117
III	5453509
IV	52262731
II	31450651
V	39127020
II	45101826
II	5607303
X	4769677
I	5777246
I	7165270
I	11405076
I	11631706
I	22066318
I	34593771
I	36143802
I	41219415
II	2049158
II	28498903
II	39522783
III	9516930
III	12870706
III	29930803
III	29931413
III	33174338
III	42212686
IV	8213004
IV	13901633
IV	39354557
IV	40921419
IV	42526883
IV	43119574
IV	45561251
IV	48356302
V	5975834
V	19509225
V	23475039
V	46003306
V	47971211
X	2133184
X	27989419
X	33407899
V	37292065
II	22003108
IV	33041993
I	12143343
X	33167127
III	1759935
I	16803173
X	27425328
X	2695928
X	10180981
IV	3384120
IV	8558230
I	9479913
I	9944129
I	15395084
I	19497901
I	20107047
I	21445262
I	25006740
I	28651906
I	29430057
II	1856542
II	2697196
II	7037030
II	8064227
II	13726210
II	15343585
II	24212274
II	26694789
II	27361783
II	31891781
II	38336232
II	38740542
II	43004574
II	46938760
III	3705136
III	4526732
III	11338745
III	12510912
III	13061411
III	19260004
III	25214125
III	31207493
III	38114733
III	42285461
III	43929686
III	44543862
IV	7003893
IV	10765255
IV	15009567
IV	21364564
IV	30603928
IV	35219300
IV	38279565
IV	42198329
IV	42754979
IV	48009838
IV	48290312
IV	50735081
V	6125370
V	8385647
V	18433393
V	20736651
V	26355903
V	27490124
V	29962788
V	30914438
V	42496409
V	47439244
X	24082802
X	33096178
III	30335359
V	41883867
I	43377490
X	16943926
II	48080828
III	10403797
I	26666169
I	20163221
I	18297779
II	15847160
X	29498535
II	1114012
IV	43260999
X	2030744
X	1437402
I	35035867
X	17477782
I	10806019
X	18773115
IV	32718341
IV	41209074
V	38555961
X	8969930
IV	397755
IV	5480749
X	33638367
IV	51012305
III	22932779
X	4641887
I	18275144
III	35205643
X	33988208
IV	22690821
II	2133821
X	2611930
I	1421578
I	15907885
I	11191736
IV	38159389
II	30349698
X	24575831
I	20610229
II	43912772
IV	54233053
III	1912548
III	45275348
I	46305575
I	4768150
III	4313099
V	19622716
IV	54160359
IV	226220
III	5358828
II	9887125
X	24963989
I	41906704
III	34852158
I	3650727
V	16971349
I	16170917
I	5913326
IV	47641455
I	37878313
V	12610706
V	5103424
II	43753439
V	1956279
X	16879380
X	17546016
III	5369288
I	8458169
III	670665
I	11042394
II	22608625
II	782274
X	33792258
II	4421753
X	21211212
IV	47926719
III	35624177
IV	52937730
I	36998479
X	34216888
X	3164538
I	5142525
III	14152958
V	6345283
IV	36877635
II	8328127
II	48082362
IV	36802102
I	47474704
III	1770514
IV	36574708
III	9867097
II	43048960
IV	7540868
V	5300317
V	7979515
I	37279552
III	44986663
II	37637018
V	48714342
IV	9125345
V	937968
I	42822499
III	42575651
I	46956817
III	36317456
X	30291964
X	16176637
V	43707479
V	35700396
II	6292828
I	1487340
IV	51716258
I	40109521
IV	15605303
V	34459195
II	44606199
I	5710323
I	6436779
I	7892324
I	11870500
I	39983532
II	297132
II	5140578
II	12893561
II	17946678
II	20306774
II	27841185
III	484229
III	6969073
III	8095670
III	12128832
III	15285771
III	18810302
III	24277728
III	30539378
III	32125999
IV	11936238
IV	21467735
IV	22071351
IV	43899377
IV	47128506
IV	50577509
IV	51438306
V	1699666
V	3445534
V	12274495
V	23415381
V	24196815
V	34663087
X	2335800
X	2652011
X	29540076
X	2407044
II	20370055
IV	34407190
III	34728471
X	20798375
IV	49559763
IV	50939906
V	29084024
X	10096753
IV	30060211
III	22858185
II	46210416
V	47412594
I	5591115
II	3820448
II	296017
V	19675091
III	28235783
IV	35963006
X	8511885
V	49080309
IV	468205
I	47582147
IV	44494955
IV	54549864
III	10781367
V	12904921
IV	27556345
I	47781649
V	14678885
I	814663
I	4036967
I	11555713
I	18132581
I	21567106
I	33292288
I	35170354
I	38017429
I	38899849
I	46807168
II	1426816
II	6475456
II	7039834
II	16648982
II	17478720
II	32763800
II	37534233
II	37750958
II	37756633
II	39508358
II	40451156
II	46508826
III	3002268
III	8724999
III	11418833
III	21142574
III	21763717
III	27749600
III	36245605
III	44507901
IV	8905568
IV	10349421
IV	10583265
IV	12615152
IV	21534723
IV	23926706
IV	27207119
IV	30927004
IV	42707260
IV	49350696
IV	50608840
IV	51755898
V	5422434
V	10203706
V	11321818
V	25600209
V	29299777
V	31169947
V	32647045
V	32832529
V	35224232
V	40903216
V	45182366
X	3827096
X	4082951
X	8455474
X	11832856
X	12461191
IV	52885347
IV	3447857
IV	16459074
II	6042178
X	1915172
III	675514
IV	6371828
V	513011
I	47576081
X	1651619
II	42566520
IV	21091925
V	48902404
V	990899
V	8652090
X	877976
IV	47905479
IV	48391102
IV	47563594
I	28844629
III	25329583
X	19236629
IV	6763710
IV	2250933
III	43146640
X	33164244
III	771772
II	27140281
II	6819008
V	16524671
II	42941247
III	36367224
III	40533857
III	14629771
I	46149286
X	28923950
III	707455
I	23446414
V	29842984
X	29351721
V	10195691
III	40428502
IV	5239852
I	9134597
V	43868686
V	48095642
II	27741250
I	14125177
II	44777027
I	37339971
V	843999
I	2181030
II	20773157
I	16879775
V	11593165
III	13644644
I	7509579
IV	54161122
I	45840118
II	7357986
I	25825284
V	48704606
X	25747422
II	4567097
X	12370822
X	5313853
IV	1072522
IV	5520198
III	40907017
IV	7565178
III	1773614
IV	40622431
I	1048320
X	14500939
X	10102125
I	1576042
IV	14310102
III	44012117
V	19216622
II	9323960
II	47101436
V	32184930
I	7369707
II	37031378
III	45625943
V	43600813
I	23444253
I	6359366
V	1434566
III	20260529
II	30857605
X	5650948
II	28890347
I	44755086
IV	2199105
III	43518083
IV	37056018
II	44629804
IV	41507962
III	43783236
X	3360704
IV	43341182
IV	4714584
V	48583859
II	47842116
III	34928884
V	33075223
IV	13291862
V	10236043
IV	49496718
III	39684918
I	10457732
IV	12722248
X	28113774
X	28285017
II	780586
X	18299180
IV	36332585
III	24713135
X	7076544
X	14424669
X	1258389
II	33320779
V	1369962
III	35918012
IV	14263110
I	47893781
IV	49905455
X	34077807
I	4635978
I	12129571
I	19416912
I	21237649
I	33935480
I	37290466
I	46765846
II	1770203
II	5055746
II	8811994
II	9026930
II	9139214
II	12997207
II	17967157
II	29584160
II	33238561
II	36917083
II	39786534
III	3680004
III	21764690
III	24279647
III	38755702
IV	6524459
IV	14836426
IV	36927105
IV	40624063
IV	49133141
V	2577220
V	5045914
V	11332664
V	26307242
V	29715443
V	30976911
V	33994888
V	35930156
V	45761156
X	31741893
X	33292567
III	32884007
III	5215397
IV	34278192
II	3438036
II	45787409
IV	13144692
I	39474442
I	33114254
III	44773625
X	26363112
IV	53469380
I	9162052
X	31681224
V	39752425
X	32895199
II	48223179
IV	37763445
IV	30087950
IV	47658324
V	48443752
II	30412922
X	32283540
I	39076134
III	25086759
X	28748797
II	15815789
I	2790645
II	579098
IV	9315278
III	26588527
IV	40588353
V	5278652
V	43040181
II	42562675
V	15703341
IV	53266497
IV	54443644
X	5038843
I	2458170
I	11104705
I	14821769
I	28087168
I	29982134
I	36403655
I	36938171
I	41074622
I	42581738
I	45179440
II	2337388
II	7681289
II	7922535
II	18775655
II	20482221
II	26284268
II	34208842
II	37612599
II	43024612
III	10349592
III	17765988
III	20098646
III	20952985
III	31276238
III	31279744
III	33280324
III	34026918
III	43376357
III	43602055
IV	6683057
IV	11610147
IV	27856547
IV	39668145
IV	40241618
IV	47163754
IV	47423120
IV	51428517
IV	51951519
IV	53569144
V	1551922
V	2859030
V	29040201
V	32745903
II	38544021
I	39081327
I	20604403
V	1143375
III	6287473
X	33606669
IV	40521259
V	49163143
X	9255373
III	26208067
V	32099655
I	4416266
II	14613629
I	33891018
II	24039075
X	8884480
X	21153688
IV	2098079
X	931073
X	29502918
II	47760355
IV	15560035
IV	7901387
II	41909068
V	31363800
III	20307709
I	45110251
II	40020842
X	5474341
X	5484381
III	26335813
X	23598840
III	714263
I	42047130
I	502530
II	45310346
III	9705732
V	42816427
IV	835680
II	22005256
IV	45506289
IV	37441352
V	23196834
V	45679150
III	6165042
IV	777851
X	2817307
I	4693488
II	47790731
III	4966051
I	2364960
III	14844501
IV	36046335
II	36022220
X	33136250
III	44890033
I	42554102
V	15653483
I	37349126
II	27869485
IV	2372344
III	36923769
X	30773482
V	37145153
I	3556066
II	23723901
III	628412
III	6185907
IV	27643021
V	43548413
X	595378
I	7658466
IV	5483713
IV	38111703
III	25893118
III	25679983
I	36084559
X	18854129
IV	33371470
I	29067651
III	44804001
IV	38494764
X	26041199
V	46872259
V	39430385
I	188855
I	43526151
I	38597761
X	21181998
IV	53244075
III	31551953
II	46792901
V	17518459
IV	49602588
V	39788042
IV	7425795
I	513220
III	6383863
IV	46697666
I	4090614
X	7200442
I	3761217
I	6004651
I	21641530
I	22056437
I	33438098
I	35861198
I	41356805
I	46460910
I	46890051
II	3109046
II	5209155
II	7452088
II	10701611
II	25389638
II	41444437
III	7604160
III	12212617
III	24075188
III	27852593
III	30535166
III	38380183
III	41818312
III	43608202
IV	10164494
IV	19201280
IV	24442806
IV	26686991
IV	39593238
V	1546804
V	1938081
V	12395625
V	29094685
V	37594766
V	44890992
X	6146510
X	6185138
X	7535633
X	34137497
II	30835225
III	1434000
V	43244313
II	2245117
V	2633248
II	17764091
II	4341333
X	32471980
I	34499086
III	32627611
I	44687901
I	48119038
III	45613328
X	17415654
IV	50448868
III	5582284
II	8398878
IV	34135966
X	3644032
IV	50768542
V	18130815
V	23933760
I	10043941
IV	37047363
X	30238435
I	43642684
IV	818366
III	6889136
V	18656420
V	1115220
III	32367959
II	21207163
III	20015647
III	5795609
I	30218566
IV	50390294
III	18133920
I	24736108
IV	12558412
IV	43839768
III	1755002
III	5621990
X	19398571
IV	14152867
III	3493907
I	16888069
IV	33201456
II	10399768
II	46323209
X	34283534
V	10198341
X	17078548
I	2088537
I	8318220
I	17962260
I	18764378
I	18955587
I	22898512
I	27333197
I	29808694
I	30458747
I	34708162
I	37981409
I	44049485
II	2016600
II	7153832
II	15971249
II	22885898
II	24194979
II	29269097
II	33156184
II	35108766
II	38745965
II	40370869
II	40466191
II	43216307
III	1950977
III	2214583
III	4453694
III	10989703
III	12894209
III	24616836
III	30241617
III	34243986
IV	5414154
IV	7780071
IV	10241874
IV	26673166
IV	26884342
IV	38673507
IV	40240768
IV	45277323
IV	46835273
IV	48306569
IV	48740406
IV	52672324
V	1827798
V	4665184
V	6491422
V	8179984
V	9810736
V	17272823
V	26035357
V	26705027
V	27190790
V	27386648
V	32342607
V	34787607
V	37286668
V	42318401
V	47193247
X	518421
X	669447
X	4803251
X	15665806
X	16281859
X	17354878
X	22234622
X	22703057
III	13729083
II	16306686
II	47222068
IV	54409858
X	26358726
I	17451166
II	33325907
V	36423431
I	21513767
IV	53399910
X	23373232
IV	51188479
X	26869462
II	17893697
II	43377636
II	45041873
II	47002900
X	12061240
X	6520036
II	36706600
III	30549018
III	45893649
V	14800542
V	1270859
IV	54296423
X	1993241
II	44875040
II	27857174
IV	37774319
V	2389444
V	87595
II	31313381
X	12861627
III	21861078
X	3033429
IV	6377684
I	47935365
III	41566548
IV	29614575
V	17012108
II	22036544
V	17659466
IV	46787562
I	42030212
II	47243902
III	14195269
X	2188052
IV	30376295
II	44581962
II	39702186
X	9503585
I	5298495
II	17934800
V	8347642
V	5663949
III	42565920
IV	2534292
IV	13110710
III	39022453
IV	20712321
I	46707922
X	7120060
II	8516316
IV	1135698
V	16958248
I	11888540
I	5789278
X	22913511
X	877198
II	10144853
I	19400249
X	3530992
III	24467925
II	40412530
II	39676770
IV	21367858
V	43721578
III	5478630
I	9131997
X	2224564
V	43048978
II	29354083
I	4711281
IV	54206559
III	44767447
III	38279748
IV	24868087
I	3647072
IV	47922577
III	5860001
X	28628456
IV	25666975
III	1757263
V	123086
V	49108869
II	39900664
IV	37264082
II	39195591
X	33589841
II	45977348
X	7438861
I	2175354
I	11712
I	39252960
V	27913147
I	27795703
III	11893338
I	2006701
I	8166258
I	8387608
I	17046749
I	42299362
II	21837012
II	38759591
II	39181019
II	39618928
II	41406078
II	44435854
III	7217852
III	8328607
III	11017401
III	14040222
III	44453767
IV	10098835
IV	26687491
IV	29126152
IV	49463542
IV	51737823
IV	53332096
V	2303759
V	11037194
V	16368503
V	32190344
V	36856205
V	41137313
V	45087490
X	2344742
X	2937469
X	27128498
X	29783680
IV	28886941
III	34898709
III	38348214
III	21790123
IV	46460605
I	45292020
V	16982877
IV	30047144
III	42978420
I	13665010
II	37803711
X	28226462
IV	14311695
II	29877147
II	8984980
I	14300477
IV	41970975
V	43233818
X	4167604
I	9546774
II	8207034
IV	27922032
V	6685901
X	31942856
IV	33393544
V	39098758
III	1004049
V	47418350
I	5750086
V	29366308
I	10583052
V	38943400
X	30784259
I	18533724
II	1798897
V	36888807
I	21164184
III	21523494
III	44882660
X	5461342
IV	39018486
IV	15596300
IV	170726
III	45428130
X	32821863
II	6221282
V	49050827
III	28813856
I	10095059
X	32570640
II	25110589
X	15782146
X	9342860
I	35494953
I	31837155
III	34738719
X	11034064
X	1267712
V	6281985
III	41567271
IV	34698319
X	17565657
IV	26147054
I	2573234
I	4083534
I	7594092
I	9678732
I	10714735
I	13547868
I	14010747
I	17865413
I	25710292
I	27689782
I	31548817
I	38223476
I	39920285
II	1993355
II	2784599
II	15318977
II	21697092
II	21744790
II	26935697
II	28449476
II	32153257
II	36524863
III	277025
III	7605829
III	9840604
III	15619067
III	30394832
III	32064234
III	38759103
IV	88376
IV	3135580
IV	11553872
IV	11898725
IV	14851735
IV	15897039
IV	22353436
IV	25699129
IV	27760307
IV	29260353
IV	30472839
IV	32524402
IV	33627257
IV	33849087
IV	48455549
IV	51307249
IV	52404113
V	2799710
V	4600623
V	5882504
V	9518046
V	10043523
V	16332556
V	18042626
V	21834065
V	29087092
V	30667958
V	33220545
V	42768630
V	43417885
V	44093142
X	2772161
X	5440279
X	9894604
X	12024870
X	12480821
X	27558340
X	30518151
III	42738661
IV	23005840
X	14776033
X	32777521
II	20131225
I	10648270
IV	14427858
X	27214541
V	5297810
X	23422023
II	34686445
III	2592463
III	5771295
X	33811172
X	1845116
IV	13081781
II	48083764
IV	38858363
IV	54361599
I	46495687
V	17879518
II	18119704
X	28313556
V	17904372
V	34071031
II	3726736
II	3546478
X	26284159
I	46362056
X	28427877
III	10177363
X	15746033
X	4632142
II	5407989
IV	27019326
IV	53137871
V	2978939
III	14852029
I	5307743
IV	19076169
V	14748693
IV	16455868
V	7731801
IV	26173638
X	29593349
III	4898377
I	16140863
III	21162228
X	20378201
II	46925035
II	14933020
V	44728726
X	27592766
I	38865308
II	36339759
III	5418934
III	15344949
I	11889650
I	40175809
II	42651762
I	40090069
I	385431
X	28449448
II	24219436
X	11059322
IV	10136800
IV	39565404
X	17024076
IV	5247091
X	31557541
III	14965748
I	34008131
II	4947477
II	5413957
II	14814384
III	14188823
III	45615008
II	39200803
IV	10889900
I	32163287
IV	38781576
II	3672594
V	11426108
I	44087363
I	36323385
X	30562933
III	4306562
V	30230769
III	31578979
III	43211707
IV	26164238
V	48391636
I	6589658
X	8183872
X	7937628
IV	26778190
II	9769707
II	20522887
X	2411994
IV	13091231
I	4938777
I	8264458
I	34153578
I	35032200
I	35138437
I	41350753
II	3245115
II	3550146
II	4034651
II	6879398
II	9128641
III	929904
III	1805690
III	12246074
III	17472511
III	19021198
III	20073873
III	26977920
III	34352901
III	38469913
III	40140845
IV	1158254
IV	3757692
IV	20386182
IV	31456641
IV	43862582
IV	44005384
IV	45532732
IV	48666459
IV	51300844
V	25682429
V	27872872
V	29956189
V	31322748
V	32761261
V	34750600
V	37241972
V	45489144
X	6217996
X	8380374
III	41429585
IV	18090354
IV	49889982
IV	23459408
V	29846053
X	23654048
I	39118007
IV	17946340
II	11496943
II	35833406
X	7705943
IV	8066973
IV	6883694
II	31987598
I	45548088
IV	49517323
II	34893495
IV	10129710
I	47779307
II	35267842
III	34450678
I	1807680
IV	53806425
X	2414664
I	16109082
II	40366616
II	27425474
X	16621957
V	34731031
III	13119696
II	31992908
I	38929536
I	27265734
I	13536834
III	40791369
X	26720171
X	5017426
V	30747135
II	43061812
I	1134267
V	24281021
II	32001312
X	34020319
IV	32803663
III	5416738
V	47569429
I	6798499
IV	47804794
II	45191186
III	14979375
III	9791020
V	2019717
III	13525802
V	42361059
X	25708992
V	46784375
X	4256743
IV	43936235
X	22945621
III	35607951
I	5399245
X	24264026
II	29114011
X	3509402
I	1916985
X	5106710
I	16880877
X	1446254
III	5881433
X	3419504
IV	45544572
II	47773627
I	13347797
IV	2571620
III	13655692
V	25437374
I	22319695
V	33226923
I	44075864
X	28621558
III	34507820
V	33846914
II	5045906
II	7956040
II	15262133
X	8533468
IV	49514145
III	40779598
III	32682885
III	14563580
I	2457
I	26079195
I	26728690
I	41754818
I	47271925
II	6537028
II	9990685
II	26390848
II	29781623
II	42605705
II	44755324
II	46292953
III	578672
III	1603523
III	3932809
III	4113035
III	10920435
III	11706234
III	15411741
III	15866134
III	21127551
III	31671503
III	32747465
III	34576353
III	41116163
III	41122546
IV	5776022
IV	8881935
IV	14824163
IV	15489421
IV	15899610
IV	35424206
IV	39979950
IV	45694808
IV	49104873
IV	51248255
IV	52741307
V	52274
V	4404671
V	7111231
V	10377249
V	12251814
V	25729887
V	28648768
V	29180010
V	31604617
V	43916940
V	48145038
X	314379
X	11831925
X	29568163
V	33022440
X	27647041
IV	26258114
I	18834603
V	48495054
X	3991294
I	30780435
IV	40926337
II	44955640
IV	5238917
X	28381956
IV	44207560
II	10856999
II	13123210
V	2614906
X	3852235
II	42106862
II	34016336
II	11606361
II	45687461
V	26101523
III	40172801
II	36619027
IV	45058941
V	6347831
V	33978010
I	39336619
II	44815608
I	15833969
V	42137250
III	13541987
I	16423454
II	27133077
III	22823885
II	14397594
III	4494142
X	26548525
II	22847408
IV	14418560
III	17463020
I	44708888
II	19398811
X	5378274
IV	44269485
II	40410487
III	31152800
X	5409912
I	47115796
III	18819638
IV	37231876
I	10477567
I	5082945
III	43666656
V	16533691
I	2751536
V	22864434
II	40788488
II	682748
V	5422799
V	30725053
IV	39051130
X	29443533
III	1551097
IV	31913146
X	3275125
III	22154883
I	1481326
I	1696761
I	5319584
I	12290915
I	43548105
I	46787254
II	6214206
II	16546646
II	16797106
II	27838813
II	30937754
II	34564590
II	42318362
III	4383119
III	10839702
III	22886263
III	27328082
IV	3932697
IV	8519085
IV	43587941
IV	47825750
V	5793775
V	32564076
V	41095377
V	44859485
X	5835004
X	29505863
III	3174780
V	34734729
III	19166398
I	19265693
I	1470122
IV	28807483
II	41957643
II	45851815
II	43615692
III	14563144
I	46003776
II	7722722
I	15653386
III	19011492
III	43379327
IV	28758612
X	12092250
X	18878546
I	34182380
I	7363973
V	1634783
II	32718268
IV	50014006
III	45044112
X	4690657
I	18114910
IV	126029
I	46700355
X	2199332
III	23617250
X	3741852
IV	38775087
X	12764691
IV	36647725
IV	43709457
III	44799650
V	36433245
V	23486622
X	21080422
IV	17971369
V	42003524
II	28603655
V	39771603
X	871856
V	2140725
V	22573916
V	7523245
I	11198182
IV	1147964
I	8354183
V	35496957
V	3589069
II	3543513
V	48713026
IV	51720149
X	18979795
X	12072305
III	38457922
X	19127278
X	33582300
II	41716367
I	39173600
III	43186581
III	40867736
III	35160148
V	8553944
I	11431173
V	42201493
V	32700805
X	20504796
X	2617425
IV	54459456
II	95536
V	18393467
I	14871214
II	39361192
II	43503982
II	27315536
II	42248307
IV	33041263
II	41787740
IV	22935644
IV	23501646
III	5694113
